%% LaTeX2e file `KMP.dat'
%% generated by the `filecontents' environment
%% from source `LR_7' on 2019/12/19.
%%
1000 0.11911
2000 0.23615
3000 0.3428
4000 0.44624
5000 0.53576
6000 0.62826
7000 0.69621
8000 0.78329
9000 0.85345
10000 0.96117
11000 1.02498
12000 1.0636
13000 1.14981
14000 1.1588
15000 1.19599
16000 1.27665
17000 1.37665
18000 1.54124
19000 1.67858
20000 1.95758
21000 1.8353
22000 1.55502
23000 1.70979
24000 1.72133
25000 1.48051
26000 1.62365
27000 1.84147
28000 1.93803
29000 1.89708
30000 1.80414
31000 1.85734
32000 1.89822
33000 1.82361
34000 1.87259
35000 1.6948
36000 1.96574
37000 1.70486
38000 2.00184
39000 1.72943
40000 1.86337
41000 1.86924
42000 2.01882
43000 1.82306
44000 2.07062
45000 2.07285
46000 1.81739
47000 1.98407
48000 1.82798
49000 2.09926
50000 1.99581
51000 2.05635
52000 2.27748
53000 2.33395
54000 2.01058
55000 1.8791
56000 2.11428
57000 1.85716
58000 1.96195
59000 2.00111
60000 2.09698
61000 1.90139
62000 1.75287
63000 1.92661
64000 2.10928
65000 1.81245
66000 2.40746
67000 2.37501
68000 2.02757
69000 1.94998
70000 1.8824
71000 2.0542
72000 2.32661
73000 2.28241
74000 2.1557
75000 2.30029
76000 2.05561
77000 1.98643
78000 2.06879
79000 2.45553
80000 2.11531
81000 2.35168
82000 1.8774
83000 1.85141
84000 1.8692
85000 1.89233
86000 2.86727
87000 1.75793
88000 2.26533
89000 2.20764
90000 1.83888
91000 2.17461
92000 2.10352
93000 1.91751
94000 2.14431
95000 1.56787
96000 2.12942
97000 2.40677
98000 1.9696
99000 1.93244
100000 2.35018
