%% LaTeX2e file `Standart.dat'
%% generated by the `filecontents' environment
%% from source `LR_7' on 2019/12/19.
%%
1000 0.09748
2000 0.16453
3000 0.24387
4000 0.30328
5000 0.4103
6000 0.4761
7000 0.51321
8000 0.54418
9000 0.60875
10000 0.73986
11000 0.71644
12000 0.75093
13000 0.80933
14000 0.86098
15000 0.84306
16000 0.87117
17000 0.98047
18000 0.8834
19000 1.05488
20000 1.085
21000 1.16387
22000 1.1409
23000 1.14672
24000 1.14971
25000 1.29421
26000 1.18106
27000 1.11985
28000 1.09025
29000 1.28982
30000 1.1547
31000 1.1665
32000 1.1232
33000 1.18683
34000 1.35493
35000 1.28121
36000 1.38967
37000 1.40635
38000 1.19105
39000 1.39859
40000 1.4439
41000 1.46937
42000 1.53102
43000 1.35639
44000 1.39363
45000 1.34017
46000 1.32861
47000 1.52501
48000 1.28076
49000 1.23893
50000 1.32852
51000 1.31072
52000 1.55206
53000 1.45569
54000 1.65323
55000 1.41101
56000 1.5504
57000 1.57145
58000 1.58771
59000 1.20009
60000 1.22528
61000 1.47834
62000 1.33383
63000 1.55281
64000 1.60478
65000 1.42802
66000 1.49227
67000 1.53958
68000 1.49006
69000 1.84484
70000 1.76316
71000 1.45637
72000 1.62055
73000 1.56283
74000 1.9554
75000 1.70318
76000 2.61414
77000 3.11052
78000 3.2023
79000 2.63
80000 2.62766
81000 2.70751
82000 2.78599
83000 2.92057
84000 3.0364
85000 2.85583
86000 3.27821
87000 2.85545
88000 2.79024
89000 2.87395
90000 2.537
91000 3.4615
92000 3.00771
93000 2.95005
94000 3.19143
95000 3.19006
96000 2.80877
97000 2.74994
98000 3.43017
99000 3.09234
100000 3.39885
